Puzzle,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
7..8.......9.3.4...812......4...2168...71...........94...1....7..2..89......7.34.,25,41,15,0,0,0,0,0,0,Easy,
..9....5....524...31..89.....8.6.....43.5.6..2......1.....4......43..8.9.5...6...,24,40,17,0,0,0,0,0,0,Easy,
.......5..67......8.9..5.26.95.....42...7...1...5.6...1..8.9...7.6.....9..26...85,26,26,27,2,0,2,0,2,0,Expert,
...6.5...1.93...8..3.....6.......95...6.4.......2.1..4..1..65.9......23...4.23..6,25,50,6,0,0,0,0,0,0,Easy,
1......6....63...23.5...........5.48.....7...873....2...7.8...3...2...51.26......,23,36,22,1,0,1,1,0,0,Intermediate,
......85..........968....421.4.....923.4.....58..6..1.....5916.......29.3.5....8.,26,48,7,0,0,0,0,0,0,Easy,
.9..2.14.2.4.1.5.6.53...2..........5..96....1......97...69.......5.4.......26.734,27,39,14,2,0,0,0,1,0,Expert,
.............85.4....294.5.....1....4.5.2....8...49.2.5.2....3......356.61.....84,25,40,16,1,0,0,0,0,0,Intermediate,
.79....1.2....734.....1.2........7265.2....3.........4347...6.....6...5..6.1..9..,25,56,0,0,0,0,0,0,0,Simple,
49..2...6..2.7.8..................5.7......62.8....7..2...843.986...3..4..9..5...,24,54,15,0,1,3,0,4,2,Expert,
.7..2.......5..1.79.64..8........7.5...21.....8.6....11....45............2..9568.,24,40,17,0,0,0,0,0,0,Easy,
7...5.6.1..........65.7.4.3.....39......9.5.....86....89.6....41....5...3.791.8..,26,46,9,0,0,0,0,0,0,Easy,
....96..5.9.41....5.........7.1..6.9..3.4.........2.1.36.....4.4....72..2.9.3....,24,71,5,1,0,0,1,4,6,Expert,
.3....96........73.1.......95..8.....8...3.2.2....65..72.3...5...685........1....,23,39,19,0,2,1,1,0,0,Intermediate,
.7..9..1.5..8..7.62.....5.....7.6..5....2.49.....4.8.7.9...7...7.........14.....2,24,37,20,0,1,0,1,0,0,Intermediate,
.3.2.9....8..7....2..58.4..3...26..4...9..8.7..5..869.6...5.........3.28.........,25,32,23,1,0,0,0,1,0,Expert,
4...68...76..1..2..3..........7..8.......32..3.....14..27....3......4.6.1.3.....5,23,76,20,2,2,1,2,6,8,Expert,
.8...6.....4.53..8.594...7..9.....6...8..92........85.6.......3....8.......2..7.4,23,41,17,0,0,0,0,0,0,Easy,
....2..3....6..2....73..1.43...189..7.2...4.......9.6.8.....317.....2..8.....36..,25,55,1,0,0,0,0,0,0,Easy,
...497........59.....8....2.6.......8.21.6..7.9..5..6175.9.24......8......8...1.5,26,84,19,1,1,2,2,7,6,Expert,
.....21..7.3.........6..9..27.9..5.....57..9..6.1.....5.....26...6...37.1.4......,23,60,10,0,0,0,0,2,2,Expert,
...3...2.79..8...5..5.1..........59...3.5.6.8....6..171........9....7.326.....9..,24,45,12,0,0,0,0,0,0,Easy,
.9.6..5........7..........6.8..63.577....8...1...4568...349.....1..7.86..7.3..1..,27,46,8,0,0,0,0,0,0,Easy,
..5.........6.9..5..64...3.........6.9...7....6...24173..5...7.....1.34.1...9.2..,24,52,5,1,0,1,0,0,0,Intermediate,
...64.9..2...8......179..6..4....6........54...2.7.....58..7.......2...11...5.487,25,40,16,1,0,0,0,0,0,Intermediate,
.2.....1...3..67.4..5...........1.6.......57.7.....8.33....7..6..48.5...2..4..3.8,24,42,14,5,0,1,0,1,0,Expert,
.....216....8....9...9..3.......49...1.....2.....76.38.....32.1.674.....9...27...,24,41,16,0,0,0,0,0,0,Easy,
.........2.......8....956............1..38.2..231..94..9.2..53.3..81...4.6.......,23,42,16,4,0,0,0,0,0,Intermediate,
93.51.....6.3....54...68.......3..79..98.....5....4...61......4.4...7.2...7......,24,51,13,4,1,1,0,3,2,Expert,
.......34........249.8.215.8.395..7......4....1.....93.4.2....7..5............32.,24,49,8,0,0,0,0,0,0,Easy,
..3..4..7.4...5.........2....1.....5...2...6.9.637...1....1.....2.9.75.3...54371.,26,34,21,0,0,0,0,0,0,Easy,
....64..1..597...6.3.....7..........7.9.18...5..7....99..38...48.4.....7.....91..,25,32,22,1,0,1,0,2,0,Expert,
8.6..2...754...6......9.....4.......9.1.5...76.5...1......4..9..62...81....8....5,24,47,9,3,0,1,0,1,0,Expert,
.5..29.........4..921......7.2..58..865....4..........2...9.5.1.895.......4..768.,26,58,7,1,0,1,0,2,2,Expert,
......9.6....65..7.4.1...........1...7..8.5.......4.8..64.517...9..7......14...28,24,40,17,1,0,0,0,0,0,Intermediate,
.6..8....391...........5..6....9....7..56839.5..13.4......1.....8.....3....8.6.4.,24,45,12,0,0,0,0,0,0,Easy,
.13..75.25...9..7...8.4..3......518...9...32...........2...9.5..5...3.4......4..7,25,42,14,0,0,0,0,0,0,Easy,
......1..6.81....7.1.897....826.......65..9..3.7.2.....5...1.2..7...2.....19.....,25,55,7,0,1,0,0,2,2,Expert,
91.....6.2.5...19........725..6.32.............3.1...8.....8....6..5.3..87..2165.,26,47,18,0,1,1,0,4,4,Expert,
..78.25.19....5...68...1..7...9..136.2...6.........9.....53............3......658,24,77,18,1,0,3,0,4,4,Expert,
....1...6.......9.6....2.71.493.5.....6........74.92.........47.9...7...3..6....5,23,44,14,0,0,0,0,0,0,Easy,
...379.659......2...58.6.3.........9.3.1.8......56..7...1..72..85..3........51..7,27,42,11,4,0,0,0,1,0,Expert,
93....5.8.......2..2...53..7.6....59.52....3.......71...72.6....9.8.....8..7..9..,25,50,6,0,0,0,0,0,0,Easy,
.8.....6..7.61..2.....9.........194...........97.45.8.9.1.....6.25.6...1..6...75.,25,49,7,0,0,0,0,0,0,Easy,
...14.2.......3.7.39.82.1..1.....83..3...........5....78...54....2...39...5.....2,24,42,15,0,0,0,0,0,0,Easy,
7...5.9....4.3.....9.1..87..318..6..........5....69.3......67....3...1.....58....,23,36,22,0,0,0,0,0,0,Easy,
.....358..5..8...44...........69.4...1.....78...7.8.9.76....3.118..5..4.9..1.6.5.,28,58,13,4,0,1,0,3,2,Expert,
...3...7823..4.6.1....1....8............24.....763..8...1.6.4.......5....6...72..,23,47,10,1,0,0,0,1,0,Expert,
.2........1....56.........3..194.72...7..64..2..3..9.6....61...7..4.5....357.....,25,43,13,1,0,0,0,0,0,Intermediate,
....734.....1..........6...7..6..1..54....2..2...15.9..9....56...6.29..7.1......2,24,65,32,1,1,0,0,6,6,Expert,
4..68...........14.....2......9...561.8....4.....6.2....2....97.4.57...1....26..8,24,44,13,1,0,0,0,0,0,Intermediate,
.....8.21.1524.......76....9.6......2.1...6.578.....4..684..2..5.......7.2....1..,26,38,16,1,0,0,0,1,0,Expert,
.3.49...2...3..8.58...7.4.9..8......725......3...5.7...53...........21..214.3.5..,27,43,9,2,0,0,0,2,0,Expert,
....4..3...2..5.1...12...961..6.4...4.531...2.2...9....9.......28....1..3.49.....,26,38,17,0,0,0,0,0,0,Easy,
8....92..2.......6.13........1.2.........3...35.78...27..6.......835.9....691...5,25,45,11,0,0,0,0,0,0,Easy,
.1..98....7..63.19.2........473.2.8.3...4...78.....6.......4....3...1..42..78....,26,39,16,0,0,0,0,0,0,Easy,
...1..4.2..1....5.5...3...9.95.....4....9..3...4...2.82..4.8..3..791....4..7....5,26,55,0,0,0,0,0,0,0,Simple,
....8.....8.42.13...7...6.5.5..............2...3..47.6..6...2.1.4.5..8...3...7.4.,24,55,2,0,0,0,0,0,0,Easy,
..6......3......2....32........67.145.9...6.7...49.23..7.95.......24.1..29.7..4..,27,54,0,0,0,0,0,0,0,Simple,
5...93.....326..9...6.......68.5.....32..74...7.8....6.54..6........9......7..52.,25,44,12,1,0,0,0,0,0,Intermediate,
.2..1..6......71...........2.4..8..3.18.36.4.36...4....3.7.52..6..2...1..8....3.4,27,81,24,5,0,0,0,6,10,Expert,
.9....7...43....1......7.....1....4....7...2.6.82..13...416.3...19..32.8...8.....,25,77,5,1,0,1,1,4,4,Expert,
...7...9....5.8...8.4......2.693...554..8.6........429..5...9....2..9..6.7..5..82,27,30,21,0,1,0,0,3,0,Expert,
4..........18.5...38....57.59...1..47..4.......4...6136.8517.....7..4.3.1........,27,33,19,3,0,0,1,2,0,Expert,
.87....59..124......97..2..1.4.7.9...2...86718......4....9....7.......62......1..,26,69,28,0,1,0,0,7,8,Expert,
1.38.5.....9..31.46...........4.......5......9...1...67.69..4.3...5.4.68..873....,26,44,10,0,0,0,0,1,0,Expert,
..21.......8.5....5...83.4.4512.........49.....9....3.1....89..9.3.27.1..2.4..8..,27,53,1,0,0,0,0,0,0,Easy,
98..2.3.4...4..8..51.9......9..46.2.8..2....3..5...4...53.......2...........61...,24,52,5,0,0,0,0,0,0,Easy,
.3..5....2...4....9..1..6....62.......9..5.8.82...3..5....2.....5...6..3.9.4.1..6,24,41,15,1,0,1,0,1,0,Expert,
..95.1....14....9.....4.58.8..936....4.2.....2.61.....35....8.2...6.......8...1..,25,49,7,0,0,0,0,0,0,Easy,
............7...9..3.5......98...3.1.2...657.76.....8.9.5.2.6...1..8....67...1..9,25,41,15,0,0,0,0,0,0,Easy,
..6...2..97.....368.29.3...2.....6.87.3.8...2....4.5.......8.5...86........795...,26,50,25,3,0,2,0,2,2,Expert,
1...358.7.....1.....4.896.3..1....5.5..1.4...6............67..87.53..4......4...6,26,54,1,0,0,0,0,0,0,Easy,
7...83..9........1.28..4..7.71.4....5....23.84..3.....9.48.......7.......3.421...,26,48,7,0,0,0,0,0,0,Easy,
..3612.......3.5........2..1...64...2..17..3..5....6.4...75.4....7.4...9.....3.2.,25,33,23,1,0,0,0,0,0,Intermediate,
.7....1.....936.....3...84..85....1.7...8....46....9.......8.5.3...14.6..56.9..8.,26,46,9,0,0,0,0,0,0,Easy,
26.7.94.......86...7....9....1..2..74.....2...........54.8......9..6..15..82.7..4,25,48,8,0,0,0,0,0,0,Easy,
7.9.....6..3...28.....6..1......98.7......94.4.7....6.6.8.471........42.1.......8,25,35,21,0,0,0,0,0,0,Easy,
....1....4.2..7...7..5..2.33..67.......381..7...........3....61.....54..15.4.8.7.,25,39,15,0,0,3,0,2,0,Expert,
..6.5.49...9....725........28..6..4....9.2...9...1.8.....741....1..............65,23,47,11,0,0,0,0,0,0,Easy,
..7...2..59.......23..54.....5..647....3..8.6.46.9...2.632..7..7.....9...5.......,26,55,20,1,1,3,0,6,4,Expert,
...2...93..3....8.72........8....57.26......13..1.2...1........63.....15..58.9...,24,50,7,0,0,0,0,0,0,Easy,
1.....2....4.....5.75.31.8....28..1...2..5...4.8.1.7...5.....3......7.98...1.....,24,32,24,0,1,0,0,1,0,Expert,
4.2....766..3....5.8.......2.......9.7.69.....3.......3....9.8..2.4...9..54.86...,24,39,18,0,0,0,0,0,0,Easy,
.3..9.4.1.7....2..89.5.1.........82..4.3..7..9.7..5.4...8.......5.823...4....7...,26,33,21,0,0,1,0,1,0,Expert,
.6.8297...37..4.....8......3..1...9.....72...796...28.4...178.....6.8......2..9..,27,36,17,0,0,0,0,1,0,Expert,
..........5..6.8.338.2......9.6.1.28..........13.5....9.......5.35.87..98..92.6.1,27,43,12,0,0,0,0,2,2,Expert,
5.2.............6..1..93..8.7.......3.5.1....6...7..9...67...127..18......395.67.,26,55,0,0,0,0,0,0,0,Simple,
8.32.....2.6...1...5.8......3.....7.1....4...5....3.82..5......321.6....67.182...,26,34,21,0,0,0,0,0,0,Easy,
....4.2....5.36.......9..4..9..1..2...6...43...8...59....5....74.9.......1.96....,23,44,22,1,0,0,1,2,2,Expert,
6........1.7...9....9.......9.3.168...........682..3....36..5.9...75.1.2.5..19..6,26,48,7,0,0,0,0,0,0,Easy,
4....6..3.62......3.8.2..5.8.6..9.3....84.2.6...5...74274.3....6....2....9.......,27,64,16,2,0,1,0,4,6,Expert,
...93..72...2......6...73.....7..........1.8...18.3...8...2..31.2...64...491..7..,25,46,10,0,0,0,0,0,0,Easy,
27....8.............9.....7721..6.......4..1.8...3.......2..64.9.2..8..313..69..8,25,41,15,1,0,0,0,0,0,Intermediate,
.7...5.36...81......3.....2937....5....7.........8.2.....1.8...5.2.9......8.27..9,24,45,25,1,2,2,0,3,2,Expert,
.548.....7..........8...9...6....7.85..1.7..6....3..4..8.6.3...1.9..........481..,23,37,21,1,0,0,0,0,0,Intermediate,
.8.2.6..............3.1.....7..246...6.8...4.21.3..8.7.97.4123.......4....2.3.768,29,27,25,0,0,0,0,0,0,Easy,
...3.658....9.5....7...8...8.......79.....2....721.6..38.......2..5..7.1.......63,24,36,21,0,0,0,0,0,0,Easy,
9..47.6........1...54.........6..3..1....8..4.8795....7......6....79..83........5,23,46,12,0,0,0,0,0,0,Easy,
..4..3..6.7.4.....1.32...5.26.........874.2.....31.....2.5...4.7.......18..67....,25,43,13,1,0,0,0,0,0,Intermediate,
8...........15........2..3..74..2..1...9....41.93....59.2.1.....8.4...52.3....8.7,25,58,13,7,0,2,0,3,2,Expert,
.634...1.1.26.3.7..9......8...2.6.3.2...............89........3.4.......7.8.92..1,24,50,7,0,0,0,0,0,0,Easy,
........7.....7..6.3..........15....6..3..1..19.7.6.32.5.....1.2..9...75.74.3....,24,28,29,0,0,0,0,0,0,Easy,
.7......8.61.9.5.......1..3...538..2...2..7.1.5...68..............8179..185......,25,41,15,0,0,0,0,0,0,Easy,
.....76...6.84..7..8.....1..........12..6.43..43......2..4..7...38.1...6..6.3.9..,25,51,23,2,0,1,0,2,2,Expert,
9...5....1....3..4...6..37...3.4...7....8...68.4..5.3......1948...7...53.....8...,25,60,17,0,0,4,1,2,2,Expert,
.8...4.........8.....9...3747...53....58.......6..3.94...47....3.........1..3.765,24,50,7,0,0,0,0,0,0,Easy,
..2..46.9...9.....5..8......4....5.2....9..6186..5..9.9.5.3.4...8.....3.4........,24,45,12,0,0,0,0,0,0,Easy,
.8.45.3...2......5..5.6.1.7...8..2...........4....1...3.85........13.6..25.7..4..,24,46,11,0,0,0,0,0,0,Easy,
...5....2...71.98......9.7.....283.....9...6.6.5...2...86..3......27....2.....6.5,24,52,5,0,0,0,0,0,0,Easy,
.1.2..9.4......81........52..5.91...12..3.4.9.738.45....71..3.8.....72..2..3.....,29,45,7,0,0,0,0,0,0,Easy,
8.3.6..2..........2..735..8.....98.....6........4..9.76....4......8....4..45927.3,25,56,0,0,0,0,0,0,0,Simple,
.2.1..7.3.......4..7..6..5.....74.3.........2....5....3.5...6...1.62..75....15.8.,24,38,19,1,0,0,0,0,0,Intermediate,
.....2..........34...7469..8.6.....237.9......4.2.....593......2....5........7..8,22,43,16,0,0,0,0,0,0,Easy,
6.28....59.....6...7.1...8.......3123...........7.1...8.....27...79.85....95.7...,25,61,13,3,2,8,0,2,2,Expert,
5.....7.3..84....9.3..2..4....14.5.7............5.3.18...9.4..58...573.47........,26,37,17,3,0,1,2,1,0,Expert,
.71.62.3.......1.4.49.....72....14...94.....3.3.....8...6....48.......6.81..3....,25,53,3,0,0,0,0,0,0,Easy,
..479...37........83.....6.....21...3..6......27.4.6...6..39.4..13.........2.6.1.,25,61,18,3,0,3,0,7,4,Expert,
.....96..6..718....94..3...1.......673.8...49....9.2.....4...73.......9..78.....2,25,41,15,0,0,0,0,0,0,Easy,
.........3........9...7..6..4.96..2...94....162..35.4..6..5...941769.2.3...7.....,27,48,6,0,0,0,0,0,0,Easy,
............3...94.1.....7....235...4.3.81..5..89...1..8.5....35....294.1.24.....,26,59,24,0,0,1,0,5,4,Expert,
......97......9.......6...1.7...3...693..........94..6......1...8.71.5..1...46893,24,42,14,1,0,0,2,1,0,Expert,
.635..8.....7.86.4..7..4.1...13...25.4.......5....63....4.........1.7..8...4....1,25,45,10,2,0,0,1,1,0,Expert,
..........86..3.21.3...248...876....5.....61..7..1...5....847...........3.2......,23,33,25,0,0,0,0,0,0,Easy,
219.......8...........4.2..6....8..4.5.2.......4..1596...8.6.52......13...21...4.,25,37,25,5,0,1,0,2,2,Expert,
..9......847......2....1......19..24...3.6..1.8....7...1.4..9..6......8.7...8.6..,23,41,17,0,0,0,0,0,0,Easy,
....5....59..1.4.......45.........184.....9......82...23...5.9...97...8418.39...7,26,41,13,2,2,1,0,1,0,Expert,
.7....9.........67...3.....3..9157.2..963...8...2.......21........58..79..8..91..,25,40,16,2,0,1,0,0,0,Intermediate,
...84.6....6.2..1..8....24.7..469......7......49..58...9...7...8...9.....571.8..4,27,46,7,3,0,1,0,1,0,Expert,
..52..67.........21.....53..6..31..7.2.79...6.....43.....9...1.9.......55.7...42.,26,40,15,0,0,0,0,0,0,Easy,
.2.......5..98...79....6.3..5...4..273..98.4.48.63............9.....5.......7.56.,25,78,13,3,1,2,0,6,8,Expert,
.4...6.5..865....1....8....19...4....3.7..98...7..5.........36.3..9.7...7.8...4..,25,38,18,0,0,0,0,0,0,Easy,
6.35..8.48.....5.....2.93..4..3.8.......5...3...6.1.8.........2...1.3..5.96..4...,25,49,7,0,0,0,0,0,0,Easy,
....84...5..1.7..9.3...5.4.....6...13..5..7..6.7...38.4.....1...7.......1.8...43.,25,40,16,0,2,4,1,0,0,Intermediate,
..2.6.9.584......2...7.5.....7........3.......6893...4.3.69......42.86...........,23,53,5,3,0,0,0,0,0,Intermediate,
........38.3.9..21.2....59.5...21.4...4.6..8...683.....5..8.93..........9.1...2..,26,52,3,0,0,0,0,0,0,Easy,
.....1...4.63...2...362.7..1....6....8......5.4.73.......5......3.....4.76524..1.,25,36,20,0,0,0,0,0,0,Easy,
782....453....5....5......2.49......87.........3...2.8...2.698.46..93.....8.7463.,29,46,5,1,0,0,0,1,0,Expert,
.9...1....7...........7..61...6..51.92...3..8...7...2...5.32..9.3.....8228.1....7,26,39,16,0,0,0,0,0,0,Easy,
..7.....2..564....64..8.3..5..1..73.......82..34..8...8.3.......5...4..6..6.5..1.,26,44,10,2,1,3,0,1,0,Expert,
.5.....2.3...9.7......34....2.3..1.9......574....7....1..6.......3..79..24...5..3,24,75,26,2,0,2,0,8,10,Expert,
...9.4.61.8.3.1...7...........2....3.......7.2..4.9...4....372....8......1..263.8,24,41,16,0,0,0,0,0,0,Easy,
....1...9...7..4.........1.59....1.67.6......1...3..9...4.63...6.1.2.5.......47.3,24,43,30,0,0,0,1,4,4,Expert,
8...93.......176.2.76..539..27.8........5.9..3......56......21..8..7...92.......8,27,38,15,0,0,0,0,1,0,Expert,
.7..3692..2.9...8...51.76.........3......32..1...9......6..51.2..8....7.9...1....,25,55,1,0,0,0,0,0,0,Easy,
...51..2.3..9..7..45.82..3.7...4......4............5.9.3.2....88....5..324.......,24,39,18,1,0,1,0,0,0,Intermediate,
..9.7...6...3.24....6..1.....1.3..7...7.....82...8.1...4............5.947...9....,22,34,25,0,0,0,0,0,0,Easy,
...6..8..9..8...34....1..5........83......9.17.835.....75.84..61...6......4.3...8,26,134,21,6,0,2,2,13,18,Expert,
....9..6..673...9.3....71..9824......1.6....9..4....82..8....3....9..7...4.......,24,115,7,1,1,3,1,9,12,Expert,
..2.............1..9.7.5...4....928.9..68.....8..7..657..49.5.......2..1.6..5.8..,25,39,17,0,0,5,0,0,0,Intermediate,
....658.4....3.72...2..8.1..34.5......678.....5..14.....7...135.......8.........7,25,46,10,2,0,0,0,0,0,Intermediate,
.....17..63.......7...63829.9....35......21...1......61..25......8...59...3.79...,26,44,11,1,0,0,0,0,0,Intermediate,
7.8.25..1..5...8.......6.......7..8.1.7.82.5.2.3...1.7.........562.38.....4...5.2,27,96,24,4,0,2,0,8,12,Expert,
24........71...9..9.84.2..1.9....2.....8716.......915...5....6....1567......8....,26,49,6,0,0,0,0,0,0,Easy,
..4.1..7...9....8.........4...5.97...7..61...46..83.51......6...8...5.13..3....45,26,45,10,0,0,0,0,0,0,Easy,
5....63...3...8.....6.2.....147.....3..8.15....54..13.......2..847.3....6...7....,25,53,3,0,0,0,0,0,0,Easy,
..8..........358..9.56.17322...5...96.79......8.2..3.7....9.6.......25.8..2......,27,69,20,2,0,1,1,7,4,Expert,
.8......4..19.....7...2.....174........2.51.3.....8....481..5....3.....892..4.37.,25,51,10,2,1,1,0,2,2,Expert,
.7.1.9.6.1....54....63.4...65.........3....17......2.3...9.....5.4....2..6.4.1935,27,51,16,2,0,1,1,2,2,Expert,
7........4.8.9......98.2.3.3............47....72..53...9...6....87.596..6.3.7.45.,27,44,10,0,0,0,0,0,0,Easy,
.6...125....7.8.4.9.....6.8.2.......49.6..........251......4....57826.......5.1..,25,43,13,0,0,2,0,0,0,Intermediate,
.....8.....59.3.8.93......6.6..2.89...1.8..4.4.........2....6.1.....1..3....59...,23,39,19,0,0,0,0,0,0,Easy,
.3...5.2414..9.8..2....8.3...75........3.9........47.5.93....4.....81......4.7...,25,45,11,0,0,0,0,0,0,Easy,
2.34...6..8.........1..2...5.......98.21.......6.951...3..8..9.9...4.23......6...,24,37,20,0,0,0,0,0,0,Easy,
.371..54........671..4...8......87..6..9.....3.5..14..94....3......3.......574...,25,28,27,1,0,2,0,1,0,Expert,
23.....4...59......19.5.....4.673.....35.....92........5..1..6.1.....9.2...76....,24,47,10,0,0,0,0,0,0,Easy,
725...4.....6..7...6...8..3.125......4......23.....6...5876..2.2.1.3..........8..,25,46,10,1,0,3,0,0,0,Intermediate,
...4982....2..53.8.....6.9........6.........28....4.5..1...9...5.968..342...4.5..,26,45,10,4,0,0,0,0,0,Intermediate,
....637........6.3..9.12...........247......5....47...51..7.....4...62..2...3.59.,24,43,14,1,0,1,0,0,0,Intermediate,
9.1....2.2..9.7.......2.6......1..7...834.....347.6...1.6........7...3.....468..1,25,40,16,0,0,0,0,0,0,Easy,
..8....1..37...56...51.4..3...8...4.5......78.9..41...3...8.....61....5.........7,24,35,22,0,0,0,0,0,0,Easy,
6..7.....72...9......5........6.........7..9..6329..5..3....91.5...36..8.8.95..26,26,43,12,0,0,0,0,0,0,Easy,
.1...63.......8.4..493...8.19...........238...35....9....2.....45..6....3..1.9.64,26,43,12,0,0,0,0,0,0,Easy,
2...7.9....8......7..8.923......68.243....7...........64.....21....136..37.6..4.9,27,42,10,1,1,3,0,2,0,Expert,
...........6.7.5.2.37...6......9......3..62.78...5..3..9.83......2.....47...42..6,24,35,21,0,0,3,0,1,0,Expert,
......1..35..86.4.271.4..5......5..3.........6..7..5.8..4...28..8.....1.7....46..,25,49,7,0,0,0,0,0,0,Easy,
......6...9...2..7.....7...9..........84.37.2.742....8.49........1.3..793..6.1..4,25,38,18,1,0,0,0,0,0,Intermediate,
.79..3.6.......32....9.......7.6....9....2.3.3.....7.2.65...87...27.4....8.6.....,24,42,15,0,0,0,0,0,0,Easy,
..627........194...1.3....9...........7..412.....627..3.9.2....4...9...56.54....3,26,50,15,2,0,1,0,3,2,Expert,
...8..9.6..842..71....5....8..7.5...7.51....9.9....6..2.9.......1..8....5..2.7...,25,42,14,0,0,0,0,0,0,Easy,
.4.....6.7..6....4..1...9.5.6..1.59..2..8....5...4..2..16.2...........4.2589..1..,26,39,14,3,0,3,0,2,0,Expert,
..7...15.21........9.......4...92..135...6.4.9...5...36....149..34.2.....2...5.37,28,48,5,0,0,0,0,0,0,Easy,
8.6.41.7..3.....4...2.....8..1...7.2..4......3...76.......18...1..364..5...2....6,25,36,19,2,0,0,0,1,0,Expert,
2.413..9.73..2...616.....4..1.9...........6.......7452...49........6.........27..,24,50,7,0,0,0,0,0,0,Easy,
.36......52.7....37.1..6.....3.9.7.......23.....6.42.1..7...6...4......59......4.,24,35,22,0,0,0,0,0,0,Easy,
..814.........9....7..5...428.9..4.57.....9..6...741.8...2....6.9.6......6..9.8..,26,36,17,0,0,1,0,2,0,Expert,
.4815.....5.....2..6...........259.....4.3..25..91.3...8..42..112......89.4......,26,40,15,1,0,0,0,0,0,Intermediate,
..........2..9....6.14...7.2....87.49.....6..48..51.92...5....9..57.....8..1...5.,25,78,6,2,0,1,1,5,4,Expert,
